         17512671 function calls (17373053 primitive calls) in 103.279 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_collections_abc.py:271(__subclasshook__)
       38    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:378(get_gridspec)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:428(get_topmost_subplotspec)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:103(_entry_from_axes)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:897(set_axes_locator)
       94    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/scale.py:48(limit_range_for_scale)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:403(cached)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/genericpath.py:117(_splitext)
       46    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:81(groups)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.min_scalar_type}
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/ast.py:65(<genexpr>)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:258(set_aa)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:258(<listcomp>)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:362(__init__)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:520(_get_toolmanager)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:566(destroy)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1977(wm_title)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
       30    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/weakref.py:371(_commit_removals)
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/typing.py:1025(_abc_negative_cache)
       22    0.000    0.000    0.000    0.000 {built-in method math.copysign}
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:230(_get_dtype_of)
       42    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:1065(mouseover)
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:284(_setdefaults)
       72    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:341(<dictcomp>)
       15    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:318(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:223(__init__)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/ctypes/__init__.py:365(__getitem__)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/random.py:96(seed)
       42    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:926(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1818(set_label_position)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1054(winfo_rooty)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/tight_layout.py:126(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_collections_abc.py:349(__subclasshook__)
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:125(<listcomp>)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/codecs.py:308(__init__)
       62    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:167(__setitem__)
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/typing.py:1039(_abc_negative_cache_version)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1479(__init__)
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_subplots.py:101(get_subplotspec)
       20    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1324(get_minor_locator)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:674(focus_set)
        5    0.000    0.000    0.000    0.000 {built-in method matplotlib.backends._tkagg.tkinit}
       10    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
       62    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_collections_abc.py:392(__subclasshook__)
        7    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/__init__.py:309(ge)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_compile.py:482(_compile_info)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/__init__.py:1314(get_backend)
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:123(<listcomp>)
       15    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:103(<listcomp>)
       49    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:366(<genexpr>)
       34    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2295(<listcomp>)
       32    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/scale.py:66(__init__)
       11    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       13    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:294(_class_escape)
        3    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/format.py:807(_read_bytes)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/_cm.py:1375(__getitem__)
       16    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1800(is_saving)
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/widgets.py:61(locked)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_subplots.py:165(subplot_class_factory)
       72    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:354(<listcomp>)
       19    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/format.py:202(read_magic)
       12    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/optimize/optimize.py:1997(get_result)
       34    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2153(get_affine)
       36    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1049(set_clip_rectangle)
       38    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_collections_abc.py:367(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/copyreg.py:96(_slotnames)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:285(_scalar_fill_value)
       12    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/optimize/optimize.py:137(_check_unknown_options)
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:334(p1)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:447(__hash__)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:593(set_canvas)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:849(fixitems)
       23    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/windowing.py:21(GetForegroundWindow)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       11    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/typing.py:889(__extrahook__)
        3    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x101c368c8}
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/format.py:224(dtype_to_descr)
       12    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/optimize/optimize.py:1855(set_bracket)
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2411(<listcomp>)
       12    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/colors.py:92(get_named_colors_mapping)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/colors.py:559(_set_extremes)
       42    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:296(is_transform_set)
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:911(get_label)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:307(x1)
        7    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:316(y1)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:63(set_width_ratios)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/_pylab_helpers.py:38(get_fig_manager)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/projections/__init__.py:25(get_projection_class)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        4    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/compat/py3k.py:37(asstr)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/tokenize.py:344(_get_normal_name)
        6    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:1819(_check_mask_axis)
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'mtrand.RandomState' objects}
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2406(<listcomp>)
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:735(get_clip_path)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/_pylab_helpers.py:112(get_num_fig_managers)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/_pylab_helpers.py:98(has_fignum)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:1724(add_axobserver)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/image.py:651(set_interpolation)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:3580(set_navigate_mode)
       16    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:729(unit_data)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/tight_layout.py:174(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/tight_layout.py:196(<genexpr>)
        9    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'readline' of '_io.StringIO' objects}
       14    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:885(addgroup)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/compat/py3k.py:32(asbytes)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/compat/py3k.py:42(isfileobj)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/tokenize.py:224(__init__)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/random.py:367(uniform)
       23    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:3207(set_history_buttons)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/widgets.py:38(__init__)
